datetime,WIKI/AAPL,WIKI/MSFT,cash,commission,total,returns,equity_curve
2015-04-01 00:00:00,298200.0,248392.0,-434611.4999999994,110.49999999999984,111980.50000000058,-0.0003285206838585797,1.1198050000000057
2015-04-02 00:00:00,300768.0,249798.0,-438684.7999999994,111.79999999999984,111881.2000000006,-0.0008867615343741697,1.118812000000006
2015-04-06 00:00:00,305640.0,261733.5,-442715.0999999994,113.09999999999984,124658.4000000006,0.1142032799076158,1.2465840000000061
2015-04-07 00:00:00,302424.0,265792.0,-446870.8999999994,114.39999999999984,121345.10000000062,-0.026579035187359823,1.2134510000000063
2015-04-08 00:00:00,301440.0,269230.0,-451025.1999999994,115.69999999999983,119644.80000000063,-0.014012102672460447,1.1964480000000064
2015-04-09 00:00:00,303744.0,273768.0,-455168.49999999936,116.99999999999983,122343.50000000064,0.022555932226055786,1.2234350000000065
2015-04-10 00:00:00,305040.0,279524.0,-459317.79999999935,118.29999999999983,125246.20000000065,0.02372582115110311,1.2524620000000064
2015-04-13 00:00:00,304440.0,283968.0,-463491.09999999934,119.59999999999982,124916.90000000066,-0.0026292214853623763,1.2491690000000064
2015-04-14 00:00:00,303120.0,287385.0,-467668.3999999993,120.89999999999982,122836.60000000068,-0.016653471227672023,1.2283660000000065
2015-04-15 00:00:00,304272.0,295785.0,-471834.6999999993,122.19999999999982,128222.30000000069,0.04384442421884027,1.2822230000000068
2015-04-16 00:00:00,302808.0,299336.0,-476061.4999999993,123.49999999999982,126082.5000000007,-0.01668820478185129,1.260825000000007
2015-04-17 00:00:00,299400.0,299628.0,-480278.7999999993,124.79999999999981,118749.20000000071,-0.05816271092340286,1.187492000000007
2015-04-20 00:00:00,306240.0,313206.5,-484441.5999999993,126.09999999999981,135004.90000000072,0.1368910274763948,1.3500490000000072
2015-04-21 00:00:00,304584.0,315499.0,-488733.39999999927,127.3999999999998,131349.60000000073,-0.02707531356269266,1.3134960000000073
2015-04-22 00:00:00,308688.0,322387.5,-492998.19999999925,128.69999999999982,138077.30000000075,0.0512197981569793,1.3807730000000074
2015-04-23 00:00:00,311207.99999999994,329384.0,-497297.99999999924,129.99999999999983,143294.0000000007,0.037781011071334136,1.432940000000007
2015-04-24 00:00:00,312672.0,368599.0,-501633.29999999923,131.29999999999984,179637.70000000077,0.25363029854704244,1.7963770000000077
2015-04-27 00:00:00,318360.0,374634.0,-506421.5999999992,132.59999999999985,186572.40000000078,0.03860381200605434,1.865724000000008
2015-04-28 00:00:00,313344.0,388324.5,-511225.8999999992,133.89999999999986,190442.6000000008,0.02074368984908803,1.904426000000008
2015-04-29 00:00:00,308735.99999999994,392480.0,-516142.6999999992,135.19999999999987,185073.30000000075,-0.028193796976096808,1.8507330000000075
2015-04-30 00:00:00,300360.0,393984.0,-521049.9999999992,136.4999999999999,173294.00000000081,-0.06364667404752544,1.7329400000000081
2015-05-01 00:00:00,309480.0,398971.0,-525915.2999999992,137.7999999999999,182535.70000000077,0.05332960171731216,1.8253570000000074
2015-05-04 00:00:00,308880.0,400392.0,-530782.0999999993,139.0999999999999,178489.90000000072,-0.022164431396159978,1.784899000000007
2015-05-05 00:00:00,301920.0,399840.0,-535607.3999999993,140.39999999999992,166152.60000000068,-0.06912043762700293,1.6615260000000065
2015-05-06 00:00:00,300024.0,393380.0,-540368.6999999994,141.69999999999993,153035.30000000063,-0.07894730506775094,1.530353000000006
2015-05-07 00:00:00,300624.0,401620.0,-544997.9999999994,142.99999999999994,157246.00000000058,0.02751456690057741,1.5724600000000055
2015-05-08 00:00:00,306288.0,415425.0,-549669.2999999995,144.29999999999995,172043.70000000054,0.09410541444615372,1.7204370000000049
2015-05-11 00:00:00,303168.0,416856.0,-554445.5999999995,145.59999999999997,165578.4000000005,-0.03757940569750606,1.6557840000000044
2015-05-12 00:00:00,302076.0,421415.0,-559183.8999999996,146.89999999999998,164307.10000000044,-0.007677933836780948,1.6430710000000037
2015-05-13 00:00:00,302424.0,428625.0,-563920.1999999996,148.2,167128.8000000004,0.017173329697864226,1.6712880000000032
2015-05-14 00:00:00,309480.0,443352.0,-568683.9999999997,149.5,184148.00000000035,0.10183283790705078,1.8414800000000027
2015-05-15 00:00:00,309048.0,444314.0,-573557.2999999997,150.8,179804.7000000003,-0.023585920020853024,1.7980470000000022
2015-05-18 00:00:00,312456.0,446493.0,-578388.0999999997,152.10000000000002,180560.90000000026,0.004205674267691251,1.8056090000000016
2015-05-19 00:00:00,312168.0,447252.0,-583190.3999999998,153.40000000000003,176229.6000000002,-0.023988028415897533,1.7622960000000012
2015-05-20 00:00:00,312144.0,452010.0,-587949.6999999998,154.70000000000005,176204.30000000016,-0.00014356271591176029,1.7620430000000007
2015-05-21 00:00:00,315335.99999999994,455232.0,-592708.9999999999,156.00000000000006,177859.00000000006,0.009390803743154263,1.7785899999999994
2015-05-22 00:00:00,318096.0,454930.0,-597452.2999999999,157.30000000000007,175573.70000000007,-0.012848942139559894,1.7557369999999997
2015-05-26 00:00:00,311088.0,456582.00000000006,-602143.6,158.60000000000008,165526.40000000008,-0.05722554118299028,1.6552639999999998
2015-05-27 00:00:00,316907.99999999994,471339.0,-606803.9,159.9000000000001,181443.09999999992,0.09615807508651075,1.814430999999998
2015-05-28 00:00:00,316272.0,474500.0,-611566.2000000001,161.2000000000001,179205.79999999993,-0.012330587385246283,1.7920579999999982
2015-05-29 00:00:00,312672.0,473286.0,-616312.5000000001,162.5000000000001,169645.49999999988,-0.0533481617224445,1.6964549999999978
2015-06-01 00:00:00,313284.0,481745.99999999994,-620999.8000000002,163.80000000000013,174030.19999999978,0.025846249974210256,1.7403019999999967
2015-06-02 00:00:00,311904.0,483276.0,-625724.1000000002,165.10000000000014,169455.8999999998,-0.0262845184341568,1.6945589999999968
2015-06-03 00:00:00,312288.0,487240.0,-630417.4000000003,166.40000000000015,169110.59999999974,-0.0020376983038067342,1.6911059999999964
2015-06-04 00:00:00,310464.00000000006,486780.0,-635103.7000000003,167.70000000000016,162140.29999999976,-0.041217404467845276,1.6214029999999966
2015-06-05 00:00:00,308760.0,489084.0,-639741.0000000003,169.00000000000017,158102.99999999965,-0.02490004027376358,1.5810299999999955
2015-06-08 00:00:00,306720.0,489310.99999999994,-644356.3000000004,170.30000000000018,151674.69999999955,-0.04065893752806793,1.5167469999999945
2015-06-09 00:00:00,305808.0,493020.0,-648930.6000000004,171.6000000000002,149897.39999999956,-0.011717840879197361,1.4989739999999947
2015-06-10 00:00:00,309312.0,508049.0,-653496.9000000005,172.9000000000002,163864.0999999995,0.09317506507784645,1.638640999999994
2015-06-11 00:00:00,308616.0,510840.0,-658159.2000000005,174.20000000000022,161296.79999999946,-0.015667251094047208,1.6129679999999935
2015-06-12 00:00:00,305208.0,510267.0,-662804.5000000006,175.50000000000023,152670.49999999942,-0.053480912206566256,1.526704999999993
2015-06-15 00:00:00,304608.0,509320.0,-667402.8000000006,176.80000000000024,146525.19999999937,-0.04025204607307942,1.4652519999999927
2015-06-16 00:00:00,306240.0,517879.0,-671951.6000000007,178.10000000000025,152167.39999999932,0.038506686904368426,1.521673999999992
2015-06-17 00:00:00,305520.0,524058.0,-676535.9000000007,179.40000000000026,153042.09999999928,0.005748274597580982,1.5304209999999914
2015-06-18 00:00:00,306912.0,537280.0,-681134.2000000008,180.70000000000027,163057.79999999923,0.06544408368677646,1.630577999999991
2015-06-19 00:00:00,303840.0,534760.0,-685807.5000000008,182.00000000000028,152792.49999999919,-0.06295497670151384,1.5279249999999904
2015-06-22 00:00:00,306264.0,540891.0,-690418.8000000009,183.3000000000003,156736.19999999914,0.025810821866256273,1.5673619999999897
2015-06-23 00:00:00,304872.0,541738.0,-695043.1000000009,184.6000000000003,151566.8999999991,-0.032980894011722106,1.5156689999999893
2015-06-24 00:00:00,307464.00000000006,543056.5,-699635.400000001,185.90000000000032,150885.0999999991,-0.004498343635714663,1.5088509999999893
2015-06-25 00:00:00,306000.0,547800.0,-704200.200000001,187.20000000000033,149599.799999999,-0.008518402413492887,1.4959979999999882
2015-06-26 00:00:00,304200.0,547646.0,-708766.500000001,188.50000000000034,143079.49999999895,-0.04358495131678042,1.4307949999999878
2015-06-29 00:00:00,298872.0,541314.0,-713293.8000000011,189.80000000000035,126892.1999999989,-0.11313500536415189,1.2689219999999874
2015-06-30 00:00:00,301020.0,543045.0,-717732.1000000011,191.10000000000036,126332.89999999886,-0.004407678328534392,1.263328999999987
2015-07-01 00:00:00,303840.0,551118.0,-722148.4000000012,192.40000000000038,132809.5999999988,0.05126693046704389,1.3280959999999864
2015-07-02 00:00:00,303456.0,555000.0,-726594.2000000012,193.7000000000004,131861.79999999877,-0.007136532298870346,1.318617999999986
2015-07-06 00:00:00,302400.0,559314.0,-731035.5000000013,195.0000000000004,130678.49999999872,-0.00897378922477976,1.3067849999999857
2015-07-07 00:00:00,301656.0,562610.0,-735475.8000000013,196.3000000000004,128790.19999999867,-0.014449966903507971,1.2879019999999852
2015-07-08 00:00:00,294168.0,566272.0,-739907.1000000014,197.60000000000042,120532.89999999863,-0.0641143503154753,1.205328999999985
2015-07-09 00:00:00,288168.0,574308.0,-744332.4000000014,198.90000000000043,118143.59999999858,-0.019822803566495684,1.1814359999999846
2015-07-10 00:00:00,295872.0,579930.0,-748785.7000000015,200.20000000000044,127016.29999999853,0.07510097880883992,1.2701629999999842
2015-07-13 00:00:00,301584.0,596574.0,-753248.0000000015,201.50000000000045,144909.9999999985,0.14087719450180924,1.4490999999999834
2015-07-14 00:00:00,301464.0,602184.0,-757803.3000000016,202.80000000000047,145844.69999999844,0.006450210475467344,1.458446999999983
2015-07-15 00:00:00,304368.0,608608.0,-762366.6000000016,204.10000000000048,150609.3999999984,0.03266968220305566,1.5060939999999823
2015-07-16 00:00:00,308424.0,625244.0,-766943.9000000017,205.4000000000005,166724.09999999835,0.10699664164388234,1.6672409999999818
2015-07-17 00:00:00,311088.0,629370.0,-771611.2000000017,206.7000000000005,168846.7999999983,0.012731812617371885,1.6884679999999812
2015-07-20 00:00:00,316968.0,638112.0,-776274.5000000017,208.0000000000005,178805.49999999825,0.05898068544976898,1.7880549999999806
2015-07-21 00:00:00,313800.0,647736.0,-780967.8000000018,209.30000000000052,180568.1999999982,0.00985819787422626,1.80568199999998
2015-07-22 00:00:00,300528.0,628452.0,-785697.1000000018,210.60000000000053,143282.89999999816,-0.20648873943474222,1.43282899999998
2015-07-23 00:00:00,300384.0,640929.0,-790252.4000000019,211.90000000000055,151060.5999999981,0.054282122988856596,1.5106059999999792
2015-07-24 00:00:00,298800.0,643160.0,-794864.7000000019,213.20000000000056,147095.29999999807,-0.026249730240711977,1.4709529999999789
2015-07-27 00:00:00,294648.0,639435.0,-799460.000000002,214.50000000000057,134622.99999999802,-0.08479060853745979,1.3462299999999785
2015-07-28 00:00:00,296112.0,643828.0,-803996.300000002,215.80000000000058,135943.69999999797,0.009810359299673665,1.359436999999978
2015-07-29 00:00:00,295176.0,661947.0,-808531.6000000021,217.1000000000006,148591.39999999793,0.09303630841296906,1.4859139999999773
2015-07-30 00:00:00,293688.0,675072.0,-813161.9000000021,218.4000000000006,155598.09999999788,0.047154142164351764,1.5559809999999767
2015-07-31 00:00:00,291120.0,677150.0,-817851.2000000022,219.7000000000006,150418.79999999783,-0.0332863961706481,1.5041879999999763
2015-08-03 00:00:00,284256.0,683426.0,-822522.5000000022,221.00000000000063,145159.4999999978,-0.03496437945256925,1.451594999999976
2015-08-04 00:00:00,275136.0,698838.0,-827204.8000000023,222.30000000000064,146769.19999999774,0.011089181211012544,1.4676919999999756
2015-08-05 00:00:00,288500.0,704184.0,-843425.4000000024,224.90000000000066,149258.59999999765,0.016961324310549752,1.4925859999999747
2015-08-06 00:00:00,299338.0,694638.0,-859726.0000000024,227.50000000000068,134249.99999999756,-0.10055433991743412,1.3424999999999738
2015-08-07 00:00:00,311904.0,701100.0,-875903.6000000025,230.1000000000007,137100.39999999746,0.021232029795158036,1.371003999999973
2015-08-10 00:00:00,335216.0,714683.0,-892132.2000000026,232.70000000000073,157766.79999999737,0.15073916633357953,1.5776679999999719
2015-08-11 00:00:00,329121.0,705432.0,-908839.8000000027,235.30000000000075,125713.19999999728,-0.20317075582442334,1.2571319999999713
2015-08-12 00:00:00,345720.0,715122.0,-924832.4000000028,237.90000000000077,136009.59999999718,0.08190388916995306,1.3600959999999704
2015-08-13 00:00:00,356965.0,719642.0,-941033.0000000029,240.5000000000008,135573.9999999971,-0.00320271510246406,1.3557399999999695
2015-08-14 00:00:00,371072.0,728500.0,-957223.600000003,243.10000000000082,142348.399999997,0.049968283004116154,1.4234839999999684
2015-08-17 00:00:00,386628.0,738192.0,-973522.2000000031,245.70000000000084,151297.7999999969,0.06286969154553268,1.5129779999999675
2015-08-18 00:00:00,396100.0,742139.0,-989972.8000000032,248.30000000000086,148266.1999999968,-0.02003730391321057,1.4826619999999666
2015-08-19 00:00:00,402535.0,736438.0,-1006352.4000000033,250.9000000000009,132620.59999999672,-0.10552371342895706,1.3262059999999658
2015-08-20 00:00:00,405540.0,725994.0,-1022517.0000000034,253.5000000000009,109016.99999999662,-0.1779783834487303,1.090169999999965
2015-08-21 00:00:00,391312.0,689120.0,-1038350.6000000035,256.10000000000093,42081.39999999653,-0.6139923131254957,0.4208139999999648
2015-08-24 00:00:00,391856.0,671048.0,-1053236.2000000034,258.70000000000095,9667.799999996554,-0.7702595445969632,0.09667799999996544
2015-08-25 00:00:00,404586.0,655614.0,-1067718.8000000035,261.300000000001,-7518.800000003539,-1.777715716089102,-0.07518800000003532
2015-08-26 00:00:00,438760.0,696173.0,-1082142.4000000036,263.900000000001,52790.59999999637,-8.021146991537416,0.5279059999999632
2015-08-27 00:00:00,462972.0,719960.0,-1097385.0000000037,266.500000000001,85546.99999999627,0.6204968308752346,0.855469999999962
2015-08-28 00:00:00,475818.0,724845.0,-1113069.6000000038,269.10000000000105,87593.39999999618,0.023921353174278348,0.875933999999961
2015-08-31 00:00:00,484868.0,722432.0,-1128794.200000004,271.70000000000107,78505.79999999609,-0.10374754262307995,0.7850579999999602
2015-09-01 00:00:00,473968.0,698394.0,-1144424.800000004,274.3000000000011,27937.199999995995,-0.6441383948702213,0.27937199999995965
2015-09-02 00:00:00,505530.0,728448.0,-1159381.400000004,276.9000000000011,74596.5999999959,1.670153057572219,0.7459659999999583
2015-09-03 00:00:00,507702.0,735150.0,-1174954.0000000042,279.50000000000114,67897.99999999581,-0.08979765833832187,0.6789799999999574
2015-09-04 00:00:00,513569.0,724370.0,-1190343.6000000043,282.10000000000116,47595.399999995716,-0.29901617131581704,0.4759539999999567
2015-09-08 00:00:00,539088.0,750519.0,-1205534.2000000044,284.7000000000012,84072.79999999562,0.7664059972182855,0.8407279999999554
2015-09-09 00:00:00,539735.0,740804.0,-1221156.8000000045,287.3000000000012,59382.19999999553,-0.29368119058722175,0.5938219999999548
2015-09-10 00:00:00,562850.0,748917.0,-1236481.4000000046,289.9000000000012,75285.59999999544,0.2678142608391252,0.7528559999999537
2015-09-11 00:00:00,582471.0,756552.0,-1252070.0000000047,292.50000000000125,86952.99999999534,0.15497518781813002,0.8695299999999526
2015-09-14 00:00:00,599612.0,753200.0,-1267841.6000000047,295.1000000000013,84970.39999999525,-0.022800823433351325,0.8497039999999517
2015-09-15 00:00:00,616284.0,774048.0,-1283679.2000000048,297.7000000000013,106652.79999999516,0.25517592008512513,1.0665279999999506
2015-09-16 00:00:00,628614.0,784110.0,-1299707.800000005,300.3000000000013,113016.19999999506,0.05966463140208411,1.1301619999999497
2015-09-17 00:00:00,626560.0,787650.0,-1315781.400000005,302.90000000000134,98428.59999999497,-0.12907530070910833,0.9842859999999489
2015-09-18 00:00:00,635320.0,778292.0,-1331601.0000000051,305.50000000000136,82010.99999999488,-0.16679704882524926,0.8201099999999482
2015-09-21 00:00:00,656697.0,793980.0,-1347296.6000000052,308.1000000000014,103380.39999999478,0.26056748484960846,1.033803999999947
2015-09-22 00:00:00,657720.0,794590.0,-1363231.2000000053,310.7000000000014,89078.79999999469,-0.13833956920268076,0.8907879999999463
2015-09-23 00:00:00,674488.0,798434.0,-1378963.8000000054,313.30000000000143,93958.1999999946,0.05477622060468024,0.9395819999999453
2015-09-24 00:00:00,690000.0,803552.9999999999,-1394785.4000000055,315.90000000000146,98767.59999999439,0.05118659148429905,0.9876759999999432
2015-09-25 00:00:00,699731.0,808496.0,-1410679.0000000056,318.5000000000015,97547.99999999441,-0.012348178957472311,0.9754799999999434
2015-09-28 00:00:00,697128.0,800865.0,-1426546.6000000057,321.1000000000015,71446.39999999432,-0.26757698773938565,0.7144639999999426
2015-09-29 00:00:00,687078.0,807984.0,-1442122.2000000058,323.7000000000015,52939.799999994226,-0.25902774667445194,0.5293979999999419
2015-09-30 00:00:00,703680.0,826540.0,-1457374.8000000059,326.30000000000155,72845.19999999413,0.37600066490621575,0.7284519999999408
2015-10-01 00:00:00,712270.0,838668.0,-1472792.400000006,328.90000000000157,78145.59999999404,0.07276251558099012,0.7814559999999399
2015-10-02 00:00:00,728508.0,861273.0,-1488214.000000006,331.5000000000016,101566.99999999395,0.29971489117751604,1.0156699999999388
2015-10-05 00:00:00,742226.0,885970.0,-1503811.6000000061,334.1000000000016,124384.39999999385,0.2246536768832521,1.2438439999999378
2015-10-06 00:00:00,756908.0,892925.0,-1519555.2000000062,336.70000000000164,130277.79999999376,0.04738053968182654,1.3027779999999367
2015-10-07 00:00:00,764382.0,898560.0,-1535363.8000000063,339.30000000000166,127578.19999999367,-0.020721872797976548,1.2757819999999358
2015-10-08 00:00:00,766500.0,915785.0,-1551124.4000000064,341.9000000000017,131160.59999999357,0.028080032482039163,1.311605999999935
2015-10-09 00:00:00,796052.0,913934.0,-1566822.0000000065,344.5000000000017,143163.99999999348,0.09151681221342756,1.4316399999999339
2015-10-12 00:00:00,803520.0,916500.0,-1582747.6000000066,347.1000000000017,137272.3999999934,-0.041152803777488534,1.372723999999933
2015-10-13 00:00:00,816067.0,919044.0,-1598610.2000000067,349.70000000000175,136500.7999999933,-0.005620940553236697,1.365007999999932
2015-10-14 00:00:00,815554.0,919596.0,-1614480.8000000068,352.3000000000018,120669.1999999932,-0.1159817378359751,1.2066919999999313
2015-10-15 00:00:00,838950.0,930798.0,-1630172.400000007,354.9000000000018,139575.5999999931,0.15667958352256384,1.39575599999993
2015-10-16 00:00:00,843904.0,945449.0,-1646062.000000007,357.5000000000018,143290.99999999302,0.026619265831564265,1.432909999999929
2015-10-19 00:00:00,860321.0,952400.0,-1661919.600000007,360.10000000000184,150801.39999999292,0.052413619836558345,1.5080139999999282
2015-10-20 00:00:00,887406.0,960177.0000000001,-1677857.2000000072,362.70000000000186,169725.79999999295,0.12549220365328773,1.6972579999999282
2015-10-21 00:00:00,898704.0,953440.0,-1694013.8000000073,365.3000000000019,158130.19999999274,-0.06831960727244002,1.581301999999926
2015-10-22 00:00:00,924000.0,975009.0,-1710112.4000000074,367.9000000000019,188896.59999999264,0.1945637202760846,1.8889659999999249
2015-10-23 00:00:00,964548.0,1078548.0,-1726468.0000000075,370.50000000000193,316627.99999999255,0.6761974540569013,3.1662799999999227
2015-10-26 00:00:00,945296.0,1112125.0,-1743665.6000000075,373.10000000000196,313755.39999999246,-0.009072476218149217,3.137553999999922
2015-10-27 00:00:00,950765.0,1106014.0,-1760621.2000000076,375.700000000002,296157.79999999236,-0.05608700280537171,2.961577999999921
2015-10-28 00:00:00,1001868.0,1117386.0,-1777447.8000000077,378.300000000002,341806.19999999227,0.15413539673782384,3.41806199999992
2015-10-29 00:00:00,1024505.0,1109888.0,-1794775.4000000078,380.900000000002,339617.5999999922,-0.006403043596049929,3.396175999999919
